Local Timestamp,Sensor,Stress,Raw Time
2025-07-07 14:21:08,1,34,1751923268968
2025-07-07 14:21:28,2,91,1751923268968
2025-07-07 14:21:28,3,38,1751923268968
2025-07-07 14:21:28,4,54,1751923268968
2025-07-07 14:21:28,1,4,1751923270014
2025-07-07 14:21:28,2,29,1751923270014
2025-07-07 14:21:28,3,89,1751923270014
2025-07-07 14:21:28,4,14,1751923270014
2025-07-07 14:21:28,1,81,1751923271060
2025-07-07 14:21:28,2,41,1751923271060
2025-07-07 14:21:28,3,78,1751923271060
2025-07-07 14:21:28,4,84,1751923271060
2025-07-07 14:21:28,1,5,1751923272106
2025-07-07 14:21:28,2,25,1751923272106
2025-07-07 14:21:28,3,17,1751923272106
2025-07-07 14:21:28,4,36,1751923272106
2025-07-07 14:21:28,1,84,1751923273187
2025-07-07 14:21:28,2,60,1751923273187
2025-07-07 14:21:28,3,22,1751923273187
2025-07-07 14:21:28,4,52,1751923273187
2025-07-07 14:21:28,1,18,1751923274248
2025-07-07 14:21:28,2,8,1751923274248
2025-07-07 14:21:28,3,23,1751923274248
2025-07-07 14:21:28,4,59,1751923274248
2025-07-07 14:21:28,1,55,1751923275353
2025-07-07 14:21:28,2,82,1751923275353
2025-07-07 14:21:28,3,70,1751923275353
2025-07-07 14:21:28,4,35,1751923275353
2025-07-07 14:21:28,1,0,1751923276453
2025-07-07 14:21:28,2,15,1751923276453
2025-07-07 14:21:28,3,35,1751923276453
2025-07-07 14:21:29,4,93,1751923276453
2025-07-07 14:21:29,1,47,1751923277534
2025-07-07 14:21:29,2,41,1751923277534
2025-07-07 14:21:29,3,32,1751923277534
2025-07-07 14:21:29,4,98,1751923277534
2025-07-07 14:21:29,1,12,1751923278599
2025-07-07 14:21:29,2,56,1751923278599
2025-07-07 14:21:29,3,23,1751923278599
2025-07-07 14:21:29,4,9,1751923278599
2025-07-07 14:21:29,1,90,1751923279654
2025-07-07 14:21:29,2,91,1751923279654
2025-07-07 14:21:29,3,77,1751923279654
2025-07-07 14:21:29,4,31,1751923279654
2025-07-07 14:21:29,1,91,1751923280714
2025-07-07 14:21:29,2,5,1751923280714
2025-07-07 14:21:29,3,72,1751923280714
2025-07-07 14:21:29,4,30,1751923280714
2025-07-07 14:21:29,1,9,1751923281776
2025-07-07 14:21:29,2,0,1751923281776
2025-07-07 14:21:29,3,76,1751923281776
2025-07-07 14:21:29,4,80,1751923281776
2025-07-07 14:21:29,1,5,1751923282937
2025-07-07 14:21:29,2,89,1751923282937
2025-07-07 14:21:29,3,66,1751923282937
2025-07-07 14:21:29,4,21,1751923282937
2025-07-07 14:21:29,1,80,1751923283992
2025-07-07 14:21:29,2,8,1751923283992
2025-07-07 14:21:29,3,16,1751923283992
2025-07-07 14:21:29,4,72,1751923283992
2025-07-07 14:21:29,1,11,1751923285089
2025-07-07 14:21:29,2,85,1751923285089
2025-07-07 14:21:29,3,96,1751923285089
2025-07-07 14:21:29,4,4,1751923285089
2025-07-07 14:21:29,1,38,1751923286185
2025-07-07 14:21:29,2,57,1751923286185
2025-07-07 14:21:29,3,14,1751923286185
2025-07-07 14:21:29,4,77,1751923286185
2025-07-07 14:21:29,1,76,1751923287272
2025-07-07 14:21:29,2,51,1751923287272
2025-07-07 14:21:29,3,52,1751923287272
2025-07-07 14:21:29,4,76,1751923287272
2025-07-07 14:21:30,1,78,1751923288334
2025-07-07 14:21:30,2,19,1751923288334
2025-07-07 14:21:30,3,94,1751923288334
2025-07-07 14:21:30,4,25,1751923288334
2025-07-07 14:21:30,1,25,1751923289390
2025-07-07 14:21:30,2,93,1751923289390
2025-07-07 14:21:30,3,85,1751923289390
2025-07-07 14:21:30,4,84,1751923289390
2025-07-07 14:21:30,1,46,1751923290470
2025-07-07 14:21:30,2,74,1751923290470
2025-07-07 14:21:30,3,32,1751923290470
2025-07-07 14:21:30,4,96,1751923290470
2025-07-07 14:21:31,1,13,1751923291523
2025-07-07 14:21:31,2,88,1751923291523
2025-07-07 14:21:31,3,13,1751923291523
2025-07-07 14:21:31,4,66,1751923291523
2025-07-07 14:21:32,1,94,1751923292592
2025-07-07 14:21:32,2,20,1751923292592
2025-07-07 14:21:32,3,91,1751923292592
2025-07-07 14:21:32,4,91,1751923292592
2025-07-07 14:21:33,1,10,1751923293689
2025-07-07 14:21:33,2,78,1751923293689
2025-07-07 14:21:33,3,76,1751923293689
2025-07-07 14:21:33,4,74,1751923293689
2025-07-07 14:21:34,1,89,1751923294794
2025-07-07 14:21:34,2,87,1751923294794
2025-07-07 14:21:34,3,0,1751923294794
2025-07-07 14:21:34,4,51,1751923294794
2025-07-07 14:21:35,1,4,1751923295893
2025-07-07 14:21:35,2,34,1751923295893
2025-07-07 14:21:35,3,74,1751923295893
2025-07-07 14:21:35,4,60,1751923295893
2025-07-07 14:21:36,1,82,1751923296989
2025-07-07 14:21:37,2,11,1751923296989
2025-07-07 14:21:37,3,56,1751923296989
2025-07-07 14:21:37,4,1,1751923296989
2025-07-07 14:21:38,1,90,1751923298080
2025-07-07 14:21:38,2,68,1751923298080
2025-07-07 14:21:38,3,93,1751923298080
2025-07-07 14:21:38,4,84,1751923298080
2025-07-07 14:21:39,1,4,1751923299174
2025-07-07 14:21:39,2,48,1751923299174
2025-07-07 14:21:39,3,76,1751923299174
2025-07-07 14:21:39,4,95,1751923299174
2025-07-07 14:21:40,1,82,1751923300350
2025-07-07 14:21:40,2,66,1751923300350
2025-07-07 14:21:40,3,60,1751923300350
2025-07-07 14:21:40,4,0,1751923300350
2025-07-07 14:21:41,1,55,1751923301405
2025-07-07 14:21:41,2,15,1751923301405
2025-07-07 14:21:41,3,19,1751923301405
2025-07-07 14:21:41,4,100,1751923301405
2025-07-07 14:21:42,1,49,1751923302601
2025-07-07 14:21:42,2,44,1751923302601
2025-07-07 14:21:42,3,31,1751923302601
2025-07-07 14:21:42,4,75,1751923302601
2025-07-07 14:21:43,1,61,1751923303705
2025-07-07 14:21:43,2,63,1751923303705
2025-07-07 14:21:43,3,89,1751923303705
2025-07-07 14:21:43,4,25,1751923303705
2025-07-07 14:21:44,1,27,1751923304803
2025-07-07 14:21:44,2,40,1751923304803
2025-07-07 14:21:44,3,50,1751923304803
2025-07-07 14:21:44,4,34,1751923304803
2025-07-07 14:21:45,1,0,1751923305909
2025-07-07 14:21:46,2,77,1751923305909
2025-07-07 14:21:46,3,13,1751923305909
2025-07-07 14:21:46,4,1,1751923305909
2025-07-07 14:21:47,1,22,1751923307186
2025-07-07 14:21:47,2,77,1751923307186
2025-07-07 14:21:47,3,82,1751923307186
2025-07-07 14:21:47,4,41,1751923307186
2025-07-07 14:21:48,1,37,1751923308359
2025-07-07 14:21:48,2,13,1751923308359
2025-07-07 14:21:48,3,21,1751923308359
2025-07-07 14:21:48,4,53,1751923308359
2025-07-07 14:21:49,1,16,1751923309498
2025-07-07 14:21:49,2,55,1751923309498
2025-07-07 14:21:49,3,63,1751923309498
2025-07-07 14:21:49,4,89,1751923309498
2025-07-07 14:21:50,1,38,1751923310853
2025-07-07 14:21:50,2,90,1751923310853
2025-07-07 14:21:50,3,36,1751923310853
2025-07-07 14:21:51,4,38,1751923310853
2025-07-07 14:21:51,1,38,1751923311979
2025-07-07 14:21:52,2,24,1751923311979
2025-07-07 14:21:52,3,54,1751923311979
2025-07-07 14:21:52,4,26,1751923311979
2025-07-07 14:21:53,1,58,1751923313139
2025-07-07 14:21:53,2,26,1751923313139
2025-07-07 14:21:53,3,11,1751923313139
2025-07-07 14:21:53,4,10,1751923313139
2025-07-07 14:21:54,1,27,1751923314299
2025-07-07 14:21:54,2,72,1751923314299
2025-07-07 14:21:54,3,17,1751923314299
2025-07-07 14:21:54,4,61,1751923314299
2025-07-07 14:21:55,1,48,1751923315410
2025-07-07 14:21:55,2,66,1751923315410
2025-07-07 14:21:55,3,62,1751923315410
2025-07-07 14:21:55,4,48,1751923315410
2025-07-07 14:21:56,1,9,1751923316549
2025-07-07 14:21:56,2,28,1751923316549
2025-07-07 14:21:56,3,100,1751923316549
2025-07-07 14:21:56,4,93,1751923316549
2025-07-07 14:21:57,1,64,1751923317666
2025-07-07 14:21:57,2,54,1751923317666
2025-07-07 14:21:57,3,33,1751923317666
2025-07-07 14:21:57,4,23,1751923317666
2025-07-07 14:21:58,1,42,1751923318779
2025-07-07 14:21:58,2,27,1751923318779
2025-07-07 14:21:58,3,26,1751923318779
2025-07-07 14:21:58,4,43,1751923318779
2025-07-07 14:21:59,1,93,1751923319863
2025-07-07 14:21:59,2,45,1751923319863
2025-07-07 14:21:59,3,74,1751923319863
2025-07-07 14:21:59,4,88,1751923319863
2025-07-07 14:22:00,1,56,1751923320989
2025-07-07 14:22:01,2,38,1751923320989
2025-07-07 14:22:01,3,70,1751923320989
2025-07-07 14:22:01,4,48,1751923320989
2025-07-07 14:22:02,1,52,1751923322172
2025-07-07 14:22:02,2,75,1751923322172
2025-07-07 14:22:02,3,12,1751923322172
2025-07-07 14:22:02,4,49,1751923322172
2025-07-07 14:22:03,1,50,1751923323255
2025-07-07 14:22:03,2,72,1751923323255
2025-07-07 14:22:03,3,2,1751923323255
2025-07-07 14:22:03,4,0,1751923323255
2025-07-07 14:22:04,1,84,1751923324390
2025-07-07 14:22:04,2,97,1751923324390
2025-07-07 14:22:04,3,40,1751923324390
2025-07-07 14:22:04,4,8,1751923324390
2025-07-07 14:22:05,1,42,1751923325688
2025-07-07 14:22:05,2,21,1751923325688
2025-07-07 14:22:05,3,91,1751923325688
2025-07-07 14:22:05,4,75,1751923325688
2025-07-07 14:22:06,1,39,1751923326791
2025-07-07 14:22:06,2,84,1751923326791
2025-07-07 14:22:06,3,4,1751923326791
2025-07-07 14:22:06,4,43,1751923326791
2025-07-07 14:22:07,1,54,1751923327902
2025-07-07 14:22:07,2,34,1751923327902
2025-07-07 14:22:07,3,97,1751923327902
2025-07-07 14:22:08,4,45,1751923327902
2025-07-07 14:22:09,1,60,1751923329036
2025-07-07 14:22:09,2,34,1751923329036
2025-07-07 14:22:09,3,48,1751923329036
2025-07-07 14:22:09,4,17,1751923329036
2025-07-07 14:22:10,1,62,1751923330124
2025-07-07 14:22:10,2,37,1751923330124
2025-07-07 14:22:10,3,18,1751923330124
2025-07-07 14:22:10,4,51,1751923330124
2025-07-07 14:22:11,1,46,1751923331217
2025-07-07 14:22:11,2,94,1751923331217
2025-07-07 14:22:11,3,82,1751923331217
2025-07-07 14:22:11,4,46,1751923331217
2025-07-07 14:22:12,1,80,1751923332304
2025-07-07 14:22:12,2,70,1751923332304
2025-07-07 14:22:12,3,52,1751923332304
2025-07-07 14:22:12,4,23,1751923332304
2025-07-07 14:22:13,1,70,1751923333394
2025-07-07 14:22:13,2,51,1751923333394
2025-07-07 14:22:13,3,78,1751923333394
2025-07-07 14:22:13,4,25,1751923333394
2025-07-07 14:22:14,1,56,1751923334483
2025-07-07 14:22:14,2,8,1751923334483
2025-07-07 14:22:14,3,40,1751923334483
2025-07-07 14:22:14,4,44,1751923334483
2025-07-07 14:22:15,1,49,1751923335587
2025-07-07 14:22:15,2,80,1751923335587
2025-07-07 14:22:15,3,27,1751923335587
2025-07-07 14:22:15,4,2,1751923335587
2025-07-07 14:22:16,1,28,1751923336685
2025-07-07 14:22:16,2,77,1751923336685
2025-07-07 14:22:16,3,33,1751923336685
2025-07-07 14:22:16,4,47,1751923336685
2025-07-07 14:22:17,1,35,1751923337855
2025-07-07 14:22:17,2,33,1751923337855
2025-07-07 14:22:17,3,54,1751923337855
2025-07-07 14:22:17,4,95,1751923337855
2025-07-07 14:22:18,1,14,1751923338929
2025-07-07 14:22:18,2,17,1751923338929
2025-07-07 14:22:18,3,45,1751923338929
2025-07-07 14:22:19,4,97,1751923338929
2025-07-07 14:22:20,1,40,1751923340018
2025-07-07 14:22:20,2,35,1751923340018
2025-07-07 14:22:20,3,41,1751923340018
2025-07-07 14:22:20,4,90,1751923340018
2025-07-07 14:22:21,1,54,1751923341118
2025-07-07 14:22:21,2,76,1751923341118
2025-07-07 14:22:21,3,40,1751923341118
2025-07-07 14:22:21,4,36,1751923341118
2025-07-07 14:22:22,1,74,1751923342200
2025-07-07 14:22:22,2,76,1751923342200
2025-07-07 14:22:22,3,5,1751923342200
2025-07-07 14:22:22,4,99,1751923342200
2025-07-07 14:22:23,1,12,1751923343282
2025-07-07 14:22:23,2,99,1751923343282
2025-07-07 14:22:23,3,82,1751923343282
2025-07-07 14:22:23,4,48,1751923343282
2025-07-07 14:22:24,1,27,1751923344372
2025-07-07 14:22:24,2,71,1751923344372
2025-07-07 14:22:24,3,72,1751923344372
2025-07-07 14:22:24,4,4,1751923344372
2025-07-07 14:22:25,1,48,1751923345478
2025-07-07 14:22:25,2,36,1751923345478
2025-07-07 14:22:25,3,41,1751923345478
2025-07-07 14:22:25,4,19,1751923345478
2025-07-07 14:22:26,1,13,1751923346700
2025-07-07 14:22:26,2,77,1751923346700
2025-07-07 14:22:26,3,83,1751923346700
2025-07-07 14:22:26,4,19,1751923346700
2025-07-07 14:22:27,1,23,1751923347864
2025-07-07 14:22:27,2,65,1751923347864
2025-07-07 14:22:27,3,85,1751923347864
2025-07-07 14:22:28,4,50,1751923347864
2025-07-07 14:22:29,1,57,1751923349027
2025-07-07 14:22:29,2,22,1751923349027
2025-07-07 14:22:29,3,86,1751923349027
2025-07-07 14:22:29,4,19,1751923349027
2025-07-07 14:22:30,1,43,1751923350121
2025-07-07 14:22:30,2,53,1751923350121
2025-07-07 14:22:30,3,20,1751923350121
2025-07-07 14:22:30,4,85,1751923350121
2025-07-07 14:22:31,1,0,1751923351217
2025-07-07 14:22:31,2,40,1751923351217
2025-07-07 14:22:31,3,10,1751923351217
2025-07-07 14:22:31,4,70,1751923351217
2025-07-07 14:22:32,1,50,1751923352335
2025-07-07 14:22:32,2,57,1751923352335
2025-07-07 14:22:32,3,40,1751923352335
2025-07-07 14:22:32,4,67,1751923352335
2025-07-07 14:22:33,1,16,1751923353490
2025-07-07 14:22:33,2,2,1751923353490
2025-07-07 14:22:33,3,28,1751923353490
2025-07-07 14:22:33,4,18,1751923353490
2025-07-07 14:22:34,1,71,1751923354610
2025-07-07 14:22:34,2,47,1751923354610
2025-07-07 14:22:34,3,24,1751923354610
2025-07-07 14:22:34,4,72,1751923354610
2025-07-07 14:22:35,1,29,1751923355726
2025-07-07 14:22:35,2,64,1751923355726
2025-07-07 14:22:35,3,54,1751923355726
2025-07-07 14:22:35,4,87,1751923355726
2025-07-07 14:22:36,1,52,1751923356840
2025-07-07 14:22:36,2,24,1751923356840
2025-07-07 14:22:36,3,5,1751923356840
2025-07-07 14:22:36,4,75,1751923356840
2025-07-07 14:22:37,1,85,1751923357924
2025-07-07 14:22:37,2,73,1751923357924
2025-07-07 14:22:38,3,18,1751923357924
2025-07-07 14:22:38,4,32,1751923357924
2025-07-07 14:22:39,1,29,1751923359038
2025-07-07 14:22:39,2,91,1751923359038
2025-07-07 14:22:39,3,64,1751923359038
2025-07-07 14:22:39,4,42,1751923359038
2025-07-07 14:22:40,1,17,1751923360158
2025-07-07 14:22:40,2,99,1751923360158
2025-07-07 14:22:40,3,32,1751923360158
2025-07-07 14:22:40,4,54,1751923360158
2025-07-07 14:22:41,1,25,1751923361242
2025-07-07 14:22:41,2,89,1751923361242
2025-07-07 14:22:41,3,4,1751923361242
2025-07-07 14:22:41,4,4,1751923361242
2025-07-07 14:22:42,1,87,1751923362331
2025-07-07 14:22:42,2,50,1751923362331
2025-07-07 14:22:42,3,18,1751923362331
2025-07-07 14:22:42,4,30,1751923362331
2025-07-07 14:22:43,1,91,1751923363411
2025-07-07 14:22:43,2,75,1751923363411
2025-07-07 14:22:43,3,90,1751923363411
2025-07-07 14:22:43,4,95,1751923363411
2025-07-07 14:22:44,1,62,1751923364617
2025-07-07 14:22:44,2,82,1751923364617
2025-07-07 14:22:44,3,23,1751923364617
2025-07-07 14:22:44,4,66,1751923364617
2025-07-07 14:22:45,1,93,1751923365704
2025-07-07 14:22:45,2,73,1751923365704
2025-07-07 14:22:45,3,85,1751923365704
2025-07-07 14:22:45,4,27,1751923365704
2025-07-07 14:22:46,1,31,1751923366783
2025-07-07 14:22:46,2,55,1751923366783
2025-07-07 14:22:46,3,40,1751923366783
2025-07-07 14:22:46,4,24,1751923366783
2025-07-07 14:22:47,1,100,1751923367940
2025-07-07 14:22:47,2,96,1751923367940
2025-07-07 14:22:47,3,40,1751923367940
2025-07-07 14:22:48,4,4,1751923367940
2025-07-07 14:22:49,1,41,1751923369013
2025-07-07 14:22:49,2,86,1751923369013
2025-07-07 14:22:49,3,20,1751923369013
2025-07-07 14:22:49,4,36,1751923369013
2025-07-07 14:22:50,1,68,1751923370096
2025-07-07 14:22:50,2,28,1751923370096
2025-07-07 14:22:50,3,14,1751923370096
2025-07-07 14:22:50,4,91,1751923370096
2025-07-07 14:22:51,1,40,1751923371323
2025-07-07 14:22:51,2,85,1751923371323
2025-07-07 14:22:51,3,83,1751923371323
2025-07-07 14:22:51,4,46,1751923371323
2025-07-07 14:22:52,1,97,1751923372435
2025-07-07 14:22:52,2,97,1751923372435
2025-07-07 14:22:52,3,34,1751923372435
2025-07-07 14:22:52,4,81,1751923372435
2025-07-07 14:22:53,1,52,1751923373537
2025-07-07 14:22:53,2,72,1751923373537
2025-07-07 14:22:53,3,11,1751923373537
2025-07-07 14:22:53,4,0,1751923373537
2025-07-07 14:22:54,1,81,1751923374623
2025-07-07 14:22:54,2,51,1751923374623
2025-07-07 14:22:54,3,59,1751923374623
2025-07-07 14:22:54,4,34,1751923374623
2025-07-07 14:22:55,1,67,1751923375746
2025-07-07 14:22:55,2,83,1751923375746
2025-07-07 14:22:55,3,0,1751923375746
2025-07-07 14:22:55,4,81,1751923375746
2025-07-07 14:22:56,1,9,1751923376855
2025-07-07 14:22:56,2,92,1751923376855
2025-07-07 14:22:56,3,22,1751923376855
2025-07-07 14:22:56,4,69,1751923376855
2025-07-07 14:22:57,1,80,1751923377944
2025-07-07 14:22:57,2,63,1751923377944
2025-07-07 14:22:58,3,9,1751923377944
2025-07-07 14:22:58,4,12,1751923377944
2025-07-07 14:22:59,1,88,1751923379052
2025-07-07 14:22:59,2,22,1751923379052
2025-07-07 14:22:59,3,71,1751923379052
2025-07-07 14:22:59,4,46,1751923379052
2025-07-07 14:23:00,1,75,1751923380127
2025-07-07 14:23:00,2,1,1751923380127
2025-07-07 14:23:00,3,17,1751923380127
2025-07-07 14:23:00,4,25,1751923380127
2025-07-07 14:23:01,1,50,1751923381364
2025-07-07 14:23:01,2,57,1751923381364
2025-07-07 14:23:01,3,18,1751923381364
2025-07-07 14:23:01,4,44,1751923381364
2025-07-07 14:23:02,1,48,1751923382551
2025-07-07 14:23:02,2,59,1751923382551
2025-07-07 14:23:02,3,16,1751923382551
2025-07-07 14:23:02,4,2,1751923382551
2025-07-07 14:23:03,1,89,1751923383650
2025-07-07 14:23:03,2,99,1751923383650
2025-07-07 14:23:03,3,81,1751923383650
2025-07-07 14:23:03,4,55,1751923383650
2025-07-07 14:23:04,1,96,1751923384748
2025-07-07 14:23:04,2,46,1751923384748
2025-07-07 14:23:04,3,37,1751923384748
2025-07-07 14:23:04,4,50,1751923384748
2025-07-07 14:23:05,1,19,1751923385821
2025-07-07 14:23:06,2,24,1751923385821
2025-07-07 14:23:06,3,89,1751923385821
2025-07-07 14:23:06,4,39,1751923385821
2025-07-07 14:23:06,1,21,1751923386868
2025-07-07 14:23:06,2,54,1751923386868
2025-07-07 14:23:06,3,53,1751923386868
2025-07-07 14:23:06,4,81,1751923386868
2025-07-07 14:23:07,1,17,1751923387934
2025-07-07 14:23:07,2,76,1751923387934
2025-07-07 14:23:08,3,88,1751923387934
