Local Timestamp,Sensor,Stress,Raw Time
2025-07-07 14:23:08,4,68,1751923387934
2025-07-07 14:23:09,1,22,1751923389059
2025-07-07 14:23:09,2,99,1751923389059
2025-07-07 14:23:09,3,51,1751923389059
2025-07-07 14:23:09,4,71,1751923389059
2025-07-07 14:23:10,1,51,1751923390147
2025-07-07 14:23:10,2,91,1751923390147
2025-07-07 14:23:10,3,5,1751923390147
2025-07-07 14:23:10,4,32,1751923390147
2025-07-07 14:23:11,1,10,1751923391268
2025-07-07 14:23:11,2,98,1751923391268
2025-07-07 14:23:11,3,96,1751923391268
2025-07-07 14:23:11,4,39,1751923391268
2025-07-07 14:23:12,1,59,1751923392384
2025-07-07 14:23:12,2,41,1751923392384
2025-07-07 14:23:12,3,44,1751923392384
2025-07-07 14:23:12,4,70,1751923392384
2025-07-07 14:23:13,1,14,1751923393536
2025-07-07 14:23:13,2,82,1751923393536
2025-07-07 14:23:13,3,41,1751923393536
2025-07-07 14:23:13,4,67,1751923393536
2025-07-07 14:23:14,1,64,1751923394636
2025-07-07 14:23:14,2,52,1751923394636
2025-07-07 14:23:14,3,15,1751923394636
2025-07-07 14:23:14,4,49,1751923394636
2025-07-07 14:23:15,1,98,1751923395718
2025-07-07 14:23:15,2,78,1751923395718
2025-07-07 14:23:15,3,8,1751923395718
2025-07-07 14:23:15,4,12,1751923395718
2025-07-07 14:23:16,1,14,1751923396822
2025-07-07 14:23:16,2,0,1751923396822
2025-07-07 14:23:16,3,19,1751923396822
2025-07-07 14:23:16,4,32,1751923396822
2025-07-07 14:23:17,1,48,1751923397917
2025-07-07 14:23:17,2,7,1751923397917
2025-07-07 14:23:17,3,20,1751923397917
2025-07-07 14:23:17,4,34,1751923397917
2025-07-07 14:23:19,1,61,1751923399015
2025-07-07 14:23:19,2,37,1751923399015
2025-07-07 14:23:19,3,49,1751923399015
2025-07-07 14:23:19,4,95,1751923399015
2025-07-07 14:23:20,1,28,1751923400156
2025-07-07 14:23:20,2,100,1751923400156
2025-07-07 14:23:20,3,59,1751923400156
2025-07-07 14:23:20,4,89,1751923400156
2025-07-07 14:23:21,1,75,1751923401248
2025-07-07 14:23:21,2,85,1751923401248
2025-07-07 14:23:21,3,0,1751923401248
2025-07-07 14:23:21,4,48,1751923401248
2025-07-07 14:23:22,1,68,1751923402328
2025-07-07 14:23:22,2,12,1751923402328
2025-07-07 14:23:22,3,88,1751923402328
2025-07-07 14:23:22,4,63,1751923402328
2025-07-07 14:23:23,1,38,1751923403414
2025-07-07 14:23:23,2,7,1751923403414
2025-07-07 14:23:23,3,99,1751923403414
2025-07-07 14:23:23,4,94,1751923403414
2025-07-07 14:23:24,1,1,1751923404492
2025-07-07 14:23:24,2,52,1751923404492
2025-07-07 14:23:24,3,20,1751923404492
2025-07-07 14:23:24,4,69,1751923404492
2025-07-07 14:23:25,1,41,1751923405654
2025-07-07 14:23:25,2,18,1751923405654
2025-07-07 14:23:25,3,31,1751923405654
2025-07-07 14:23:25,4,3,1751923405654
2025-07-07 14:23:26,1,16,1751923406733
2025-07-07 14:23:26,2,30,1751923406733
2025-07-07 14:23:26,3,17,1751923406733
2025-07-07 14:23:26,4,25,1751923406733
2025-07-07 14:23:27,1,30,1751923407803
2025-07-07 14:23:27,2,97,1751923407803
2025-07-07 14:23:27,3,22,1751923407803
2025-07-07 14:23:27,4,45,1751923407803
2025-07-07 14:23:28,1,81,1751923408896
2025-07-07 14:23:28,2,46,1751923408896
2025-07-07 14:23:28,3,71,1751923408896
2025-07-07 14:23:28,4,50,1751923408896
2025-07-07 14:23:29,1,38,1751923409978
2025-07-07 14:23:30,2,57,1751923409978
2025-07-07 14:23:30,3,40,1751923409978
2025-07-07 14:23:30,4,91,1751923409978
2025-07-07 14:23:31,1,2,1751923411064
2025-07-07 14:23:31,2,81,1751923411064
2025-07-07 14:23:31,3,2,1751923411064
2025-07-07 14:23:31,4,2,1751923411064
2025-07-07 14:23:32,1,26,1751923412156
2025-07-07 14:23:32,2,100,1751923412156
2025-07-07 14:23:32,3,45,1751923412156
2025-07-07 14:23:32,4,22,1751923412156
2025-07-07 14:23:33,1,46,1751923413247
2025-07-07 14:23:33,2,97,1751923413247
2025-07-07 14:23:33,3,5,1751923413247
2025-07-07 14:23:33,4,30,1751923413247
2025-07-07 14:23:34,1,29,1751923414328
2025-07-07 14:23:34,2,67,1751923414328
2025-07-07 14:23:34,3,51,1751923414328
2025-07-07 14:23:34,4,67,1751923414328
2025-07-07 14:23:35,1,46,1751923415433
2025-07-07 14:23:35,2,15,1751923415433
2025-07-07 14:23:35,3,15,1751923415433
2025-07-07 14:23:35,4,14,1751923415433
2025-07-07 14:23:36,1,54,1751923416542
2025-07-07 14:23:36,2,3,1751923416542
2025-07-07 14:23:36,3,29,1751923416542
2025-07-07 14:23:36,4,96,1751923416542
2025-07-07 14:23:37,1,8,1751923417619
2025-07-07 14:23:37,2,49,1751923417619
2025-07-07 14:23:37,3,79,1751923417619
2025-07-07 14:23:37,4,15,1751923417619
2025-07-07 14:23:38,1,41,1751923418716
2025-07-07 14:23:38,2,92,1751923418716
2025-07-07 14:23:38,3,89,1751923418716
2025-07-07 14:23:38,4,91,1751923418716
2025-07-07 14:23:39,1,58,1751923419824
2025-07-07 14:23:39,2,80,1751923419824
2025-07-07 14:23:39,3,78,1751923419824
2025-07-07 14:23:39,4,33,1751923419824
2025-07-07 14:23:40,1,89,1751923420892
2025-07-07 14:23:40,2,78,1751923420892
2025-07-07 14:23:40,3,71,1751923420892
2025-07-07 14:23:40,4,27,1751923420892
2025-07-07 14:23:41,1,15,1751923421983
2025-07-07 14:23:42,2,37,1751923421983
2025-07-07 14:23:42,3,27,1751923421983
2025-07-07 14:23:42,4,4,1751923421983
2025-07-07 14:23:43,1,14,1751923423078
2025-07-07 14:23:43,2,10,1751923423078
2025-07-07 14:23:43,3,64,1751923423078
2025-07-07 14:23:43,4,54,1751923423078
2025-07-07 14:23:44,1,44,1751923424168
2025-07-07 14:23:44,2,58,1751923424168
2025-07-07 14:23:44,3,25,1751923424168
2025-07-07 14:23:44,4,21,1751923424168
2025-07-07 14:23:45,1,100,1751923425248
2025-07-07 14:23:45,2,1,1751923425248
2025-07-07 14:23:45,3,6,1751923425248
2025-07-07 14:23:45,4,47,1751923425248
2025-07-07 14:23:46,1,79,1751923426381
2025-07-07 14:23:46,2,64,1751923426381
2025-07-07 14:23:46,3,29,1751923426381
2025-07-07 14:23:46,4,37,1751923426381
2025-07-07 14:23:47,1,21,1751923427474
2025-07-07 14:23:47,2,85,1751923427474
2025-07-07 14:23:47,3,92,1751923427474
2025-07-07 14:23:47,4,46,1751923427474
2025-07-07 14:23:48,1,6,1751923428566
2025-07-07 14:23:48,2,2,1751923428566
2025-07-07 14:23:48,3,2,1751923428566
2025-07-07 14:23:48,4,44,1751923428566
2025-07-07 14:23:49,1,31,1751923429681
2025-07-07 14:23:49,2,60,1751923429681
2025-07-07 14:23:49,3,8,1751923429681
2025-07-07 14:23:49,4,41,1751923429681
2025-07-07 14:23:50,1,84,1751923430755
2025-07-07 14:23:50,2,15,1751923430755
2025-07-07 14:23:50,3,51,1751923430755
2025-07-07 14:23:50,4,10,1751923430755
2025-07-07 14:23:51,1,62,1751923431843
2025-07-07 14:23:51,2,48,1751923431843
2025-07-07 14:23:51,3,67,1751923431843
2025-07-07 14:23:51,4,3,1751923431843
2025-07-07 14:23:52,1,88,1751923432938
2025-07-07 14:23:52,2,44,1751923432938
2025-07-07 14:23:53,3,28,1751923432938
2025-07-07 14:23:53,4,70,1751923432938
2025-07-07 14:23:54,1,63,1751923434043
2025-07-07 14:23:54,2,47,1751923434043
2025-07-07 14:23:54,3,88,1751923434043
2025-07-07 14:23:54,4,31,1751923434043
2025-07-07 14:23:55,1,79,1751923435132
2025-07-07 14:23:55,2,40,1751923435132
2025-07-07 14:23:55,3,14,1751923435132
2025-07-07 14:23:55,4,62,1751923435132
2025-07-07 14:23:56,1,79,1751923436200
2025-07-07 14:23:56,2,87,1751923436200
2025-07-07 14:23:56,3,62,1751923436200
2025-07-07 14:23:56,4,52,1751923436200
2025-07-07 14:23:57,1,50,1751923437324
2025-07-07 14:23:57,2,17,1751923437324
2025-07-07 14:23:57,3,74,1751923437324
2025-07-07 14:23:57,4,68,1751923437324
2025-07-07 14:23:58,1,93,1751923438401
2025-07-07 14:23:58,2,57,1751923438401
2025-07-07 14:23:58,3,71,1751923438401
2025-07-07 14:23:58,4,99,1751923438401
2025-07-07 14:23:59,1,17,1751923439512
2025-07-07 14:23:59,2,91,1751923439512
2025-07-07 14:23:59,3,6,1751923439512
2025-07-07 14:23:59,4,55,1751923439512
2025-07-07 14:24:00,1,48,1751923440650
2025-07-07 14:24:00,2,81,1751923440650
2025-07-07 14:24:00,3,93,1751923440650
2025-07-07 14:24:00,4,2,1751923440650
2025-07-07 14:24:01,1,70,1751923441737
2025-07-07 14:24:01,2,33,1751923441737
2025-07-07 14:24:01,3,37,1751923441737
2025-07-07 14:24:01,4,23,1751923441737
2025-07-07 14:24:02,1,73,1751923442827
2025-07-07 14:24:02,2,54,1751923442827
2025-07-07 14:24:02,3,87,1751923442827
2025-07-07 14:24:02,4,78,1751923442827
2025-07-07 14:24:03,1,10,1751923443899
2025-07-07 14:24:03,2,64,1751923443899
2025-07-07 14:24:03,3,46,1751923443899
2025-07-07 14:24:03,4,58,1751923443899
2025-07-07 14:24:05,1,34,1751923445003
2025-07-07 14:24:05,2,41,1751923445003
2025-07-07 14:24:05,3,60,1751923445003
2025-07-07 14:24:05,4,57,1751923445003
2025-07-07 14:24:06,1,72,1751923446097
2025-07-07 14:24:06,2,87,1751923446097
2025-07-07 14:24:06,3,6,1751923446097
2025-07-07 14:24:06,4,97,1751923446097
2025-07-07 14:24:07,1,65,1751923447194
2025-07-07 14:24:07,2,99,1751923447194
2025-07-07 14:24:07,3,24,1751923447194
2025-07-07 14:24:07,4,35,1751923447194
2025-07-07 14:24:08,1,66,1751923448291
2025-07-07 14:24:08,2,23,1751923448291
2025-07-07 14:24:08,3,75,1751923448291
2025-07-07 14:24:08,4,6,1751923448291
2025-07-07 14:24:09,1,57,1751923449405
2025-07-07 14:24:09,2,27,1751923449405
2025-07-07 14:24:09,3,10,1751923449405
2025-07-07 14:24:09,4,10,1751923449405
2025-07-07 14:24:10,1,25,1751923450524
2025-07-07 14:24:10,2,16,1751923450524
2025-07-07 14:24:10,3,5,1751923450524
2025-07-07 14:24:10,4,24,1751923450524
2025-07-07 14:24:11,1,33,1751923451633
2025-07-07 14:24:11,2,77,1751923451633
2025-07-07 14:24:11,3,14,1751923451633
2025-07-07 14:24:11,4,13,1751923451633
2025-07-07 14:24:12,1,16,1751923452714
2025-07-07 14:24:12,2,43,1751923452714
2025-07-07 14:24:12,3,56,1751923452714
2025-07-07 14:24:12,4,76,1751923452714
2025-07-07 14:24:13,1,76,1751923453786
2025-07-07 14:24:13,2,72,1751923453786
2025-07-07 14:24:13,3,76,1751923453786
2025-07-07 14:24:13,4,83,1751923453786
2025-07-07 14:24:14,1,54,1751923454881
2025-07-07 14:24:14,2,86,1751923454881
2025-07-07 14:24:14,3,51,1751923454881
2025-07-07 14:24:14,4,26,1751923454881
2025-07-07 14:24:15,1,60,1751923455959
2025-07-07 14:24:15,2,20,1751923455959
2025-07-07 14:24:15,3,1,1751923455959
2025-07-07 14:24:16,4,78,1751923455959
2025-07-07 14:24:17,1,90,1751923457024
2025-07-07 14:24:17,2,43,1751923457024
2025-07-07 14:24:17,3,94,1751923457024
2025-07-07 14:24:17,4,93,1751923457024
2025-07-07 14:24:18,1,82,1751923458279
2025-07-07 14:24:18,2,61,1751923458279
2025-07-07 14:24:18,3,41,1751923458279
2025-07-07 14:24:18,4,72,1751923458279
2025-07-07 14:24:19,1,10,1751923459369
2025-07-07 14:24:19,2,13,1751923459369
2025-07-07 14:24:19,3,33,1751923459369
2025-07-07 14:24:19,4,74,1751923459369
2025-07-07 14:24:20,1,79,1751923460450
2025-07-07 14:24:20,2,73,1751923460450
2025-07-07 14:24:20,3,90,1751923460450
2025-07-07 14:24:20,4,30,1751923460450
2025-07-07 14:24:21,1,28,1751923461564
2025-07-07 14:24:21,2,88,1751923461564
2025-07-07 14:24:21,3,64,1751923461564
2025-07-07 14:24:21,4,50,1751923461564
2025-07-07 14:24:22,1,78,1751923462673
2025-07-07 14:24:22,2,18,1751923462673
2025-07-07 14:24:22,3,83,1751923462673
2025-07-07 14:24:22,4,78,1751923462673
2025-07-07 14:24:23,1,44,1751923463768
2025-07-07 14:24:23,2,0,1751923463768
2025-07-07 14:24:23,3,42,1751923463768
2025-07-07 14:24:23,4,90,1751923463768
2025-07-07 14:24:24,1,95,1751923464863
2025-07-07 14:24:24,2,26,1751923464863
2025-07-07 14:24:24,3,48,1751923464863
2025-07-07 14:24:24,4,71,1751923464863
2025-07-07 14:24:25,1,89,1751923465951
2025-07-07 14:24:25,2,34,1751923465951
2025-07-07 14:24:25,3,43,1751923465951
2025-07-07 14:24:26,4,66,1751923465951
2025-07-07 14:24:27,1,25,1751923467030
2025-07-07 14:24:27,2,9,1751923467030
2025-07-07 14:24:27,3,67,1751923467030
2025-07-07 14:24:27,4,87,1751923467030
2025-07-07 14:24:28,1,40,1751923468113
2025-07-07 14:24:28,2,75,1751923468113
2025-07-07 14:24:28,3,90,1751923468113
2025-07-07 14:24:28,4,92,1751923468113
2025-07-07 14:24:29,1,24,1751923469182
2025-07-07 14:24:29,2,100,1751923469182
2025-07-07 14:24:29,3,54,1751923469182
2025-07-07 14:24:29,4,62,1751923469182
2025-07-07 14:24:30,1,39,1751923470259
2025-07-07 14:24:30,2,100,1751923470259
2025-07-07 14:24:30,3,40,1751923470259
2025-07-07 14:24:30,4,42,1751923470259
2025-07-07 14:24:31,1,28,1751923471348
2025-07-07 14:24:31,2,17,1751923471348
2025-07-07 14:24:31,3,16,1751923471348
2025-07-07 14:24:31,4,10,1751923471348
2025-07-07 14:24:32,1,100,1751923472464
2025-07-07 14:24:32,2,61,1751923472464
2025-07-07 14:24:32,3,85,1751923472464
2025-07-07 14:24:32,4,24,1751923472464
2025-07-07 14:24:33,1,85,1751923473551
2025-07-07 14:24:33,2,81,1751923473551
2025-07-07 14:24:33,3,45,1751923473551
2025-07-07 14:24:33,4,76,1751923473551
2025-07-07 14:24:34,1,90,1751923474639
2025-07-07 14:24:34,2,7,1751923474639
2025-07-07 14:24:34,3,92,1751923474639
2025-07-07 14:24:34,4,17,1751923474639
2025-07-07 14:24:35,1,22,1751923475749
2025-07-07 14:24:35,2,35,1751923475749
2025-07-07 14:24:35,3,37,1751923475749
2025-07-07 14:24:35,4,37,1751923475749
2025-07-07 14:24:36,1,35,1751923476848
2025-07-07 14:24:36,2,86,1751923476848
2025-07-07 14:24:36,3,35,1751923476848
2025-07-07 14:24:36,4,43,1751923476848
2025-07-07 14:24:37,1,67,1751923477953
2025-07-07 14:24:38,2,75,1751923477953
2025-07-07 14:24:38,3,97,1751923477953
2025-07-07 14:24:38,4,78,1751923477953
2025-07-07 14:24:39,1,76,1751923479165
2025-07-07 14:24:39,2,22,1751923479165
2025-07-07 14:24:39,3,47,1751923479165
2025-07-07 14:24:39,4,92,1751923479165
2025-07-07 14:24:40,1,13,1751923480256
2025-07-07 14:24:40,2,81,1751923480256
2025-07-07 14:24:40,3,22,1751923480256
2025-07-07 14:24:40,4,48,1751923480256
2025-07-07 14:24:41,1,17,1751923481386
2025-07-07 14:24:41,2,12,1751923481386
2025-07-07 14:24:41,3,100,1751923481386
2025-07-07 14:24:41,4,26,1751923481386
2025-07-07 14:24:42,1,34,1751923482475
2025-07-07 14:24:42,2,6,1751923482475
2025-07-07 14:24:42,3,35,1751923482475
2025-07-07 14:24:42,4,55,1751923482475
2025-07-07 14:24:43,1,12,1751923483562
2025-07-07 14:24:43,2,16,1751923483562
2025-07-07 14:24:43,3,59,1751923483562
2025-07-07 14:24:43,4,15,1751923483562
2025-07-07 14:24:44,1,9,1751923484711
2025-07-07 14:24:44,2,50,1751923484711
2025-07-07 14:24:44,3,31,1751923484711
2025-07-07 14:24:44,4,93,1751923484711
2025-07-07 14:24:45,1,19,1751923485780
2025-07-07 14:24:45,2,34,1751923485780
2025-07-07 14:24:45,3,11,1751923485780
2025-07-07 14:24:45,4,16,1751923485780
2025-07-07 14:24:46,1,2,1751923486842
2025-07-07 14:24:46,2,88,1751923486842
2025-07-07 14:24:46,3,65,1751923486842
2025-07-07 14:24:46,4,7,1751923486842
2025-07-07 14:24:47,1,34,1751923487928
2025-07-07 14:24:47,2,61,1751923487928
2025-07-07 14:24:47,3,74,1751923487928
2025-07-07 14:24:47,4,87,1751923487928
2025-07-07 14:24:49,1,7,1751923489012
2025-07-07 14:24:49,2,96,1751923489012
2025-07-07 14:24:49,3,34,1751923489012
2025-07-07 14:24:49,4,17,1751923489012
2025-07-07 14:24:50,1,75,1751923490087
2025-07-07 14:24:50,2,78,1751923490087
2025-07-07 14:24:50,3,71,1751923490087
2025-07-07 14:24:50,4,68,1751923490087
2025-07-07 14:24:51,1,14,1751923491177
2025-07-07 14:24:51,2,67,1751923491177
2025-07-07 14:24:51,3,28,1751923491177
2025-07-07 14:24:51,4,100,1751923491177
2025-07-07 14:24:52,1,18,1751923492267
2025-07-07 14:24:52,2,78,1751923492267
2025-07-07 14:24:52,3,66,1751923492267
2025-07-07 14:24:52,4,73,1751923492267
2025-07-07 14:24:53,1,74,1751923493427
2025-07-07 14:24:53,2,99,1751923493427
2025-07-07 14:24:53,3,9,1751923493427
2025-07-07 14:24:53,4,44,1751923493427
2025-07-07 14:24:54,1,41,1751923494514
2025-07-07 14:24:54,2,93,1751923494514
2025-07-07 14:24:54,3,2,1751923494514
2025-07-07 14:24:54,4,55,1751923494514
2025-07-07 14:24:55,1,84,1751923495606
2025-07-07 14:24:55,2,22,1751923495606
2025-07-07 14:24:55,3,92,1751923495606
2025-07-07 14:24:55,4,61,1751923495606
2025-07-07 14:24:56,1,12,1751923496727
2025-07-07 14:24:56,2,94,1751923496727
2025-07-07 14:24:56,3,96,1751923496727
2025-07-07 14:24:56,4,64,1751923496727
2025-07-07 14:24:57,1,89,1751923497806
2025-07-07 14:24:57,2,32,1751923497806
2025-07-07 14:24:57,3,2,1751923497806
2025-07-07 14:24:57,4,17,1751923497806
2025-07-07 14:24:58,1,17,1751923498920
2025-07-07 14:24:58,2,76,1751923498920
2025-07-07 14:24:58,3,14,1751923498920
2025-07-07 14:24:58,4,63,1751923498920
2025-07-07 14:24:59,1,61,1751923499991
2025-07-07 14:25:00,2,60,1751923499991
2025-07-07 14:25:00,3,100,1751923499991
2025-07-07 14:25:00,4,21,1751923499991
2025-07-07 14:25:01,1,37,1751923501100
2025-07-07 14:25:01,2,4,1751923501100
2025-07-07 14:25:01,3,19,1751923501100
2025-07-07 14:25:01,4,74,1751923501100
2025-07-07 14:25:02,1,80,1751923502184
2025-07-07 14:25:02,2,6,1751923502184
2025-07-07 14:25:02,3,7,1751923502184
2025-07-07 14:25:02,4,62,1751923502184
2025-07-07 14:25:03,1,1,1751923503270
2025-07-07 14:25:03,2,18,1751923503270
2025-07-07 14:25:03,3,63,1751923503270
2025-07-07 14:25:03,4,72,1751923503270
2025-07-07 14:25:04,1,78,1751923504363
2025-07-07 14:25:04,2,66,1751923504363
2025-07-07 14:25:04,3,16,1751923504363
2025-07-07 14:25:04,4,46,1751923504363
2025-07-07 14:25:05,1,73,1751923505459
2025-07-07 14:25:05,2,42,1751923505459
2025-07-07 14:25:05,3,15,1751923505459
2025-07-07 14:25:05,4,24,1751923505459
2025-07-07 14:25:06,1,32,1751923506530
2025-07-07 14:25:06,2,52,1751923506530
2025-07-07 14:25:06,3,18,1751923506530
2025-07-07 14:25:06,4,1,1751923506530
